Original Part,description,Alternative Part,description.1
HULP-01112,GlassSilk Tape 27U (25.4mmx54.8m),HULP-01399,Fiberglass tape B=25mm Scotch69    3M
WVH-00658,SMD   0R           0.1W 0603  50ppm VIS,WPH-00329,SMD   0R           0.1W 0603        YAG
DLF-00031,SMDDIO P6SMB550CA DO-214AA           LIT,DDI-00024,SMDDIO P6SMB550CA DO-214AA         DIO
XJU-00087,#SMDxtal osc.28.636360MHz  1V8 JSO22 JAU,XZZ-00041,SMDxtal osc.28.636360MHz  1V8 JSO22  SiT
BM12-00002,SMD Threaded Spacer  M2   MAC8  (BHT),BZZ-01717,SMD Threaded Spacer  M2   INSAIL
WYA-00396,SMD  49R9     1%   0.1W 0603  50ppm YAG,WVH-00224,SMD  49R9   0.1% 0.125W 0603  25ppm VIS
KAX-00348,SMD 100pF        1%  100V  C0G 0603 AVX,KA24-00006,SMD 100pF        1%  250V  C0G 0603 ATC
KMU-00123,SMD 100nF        5%   25V  C0G 1206 MUR,KMU-00301,SMD 100nF        1%   25V  C0G 1206 MUR
KMU-00123,SMD 100nF        5%   25V  C0G 1206 MUR,KMU-00301,SMD 100nF        1%   25V  C0G 1206 MUR
DNP-00039,SMDDIO BZB984-C5V6  SOT-663  NEX,DNP-00041,SMDDIO BZB984-C7V5  SOT-663  NEX
DLF-00031,SMDDIO P6SMB550CA DO-214AA           LIT,DLF-00040,SMDDIO P6SMB480CA DO-214AA           LIT
WSE-00013,SMD 453K      1% 0.063W 0402 100ppm SEI,WYA-00770,SMD 453K      1% 0.063W 0402 100ppm YAG
CMO-00389,HEADER  6P  STR  22-29-2061  MOL,CMO-00177,Header 6P str Friction Lock MOL
KT11-00016,SMD   2u2F      10%   50V  X7R 0805 TAI,KTV-00173,SMD   2u2F      10%   50V  X5R 0805 TDK
IIE-00055,SMDIC EP4CE15E22I8L LQFP-144         INT,IIE-00056,SMDIC EP4CE15E22C8N  EQFP-144        INT
ITI-01414,SMDIC SN65HVD230DR SO-8              TI,ITI-01404,SMDIC SN65HVD232D  SO-8  TI
KKT-00403,SMD  10uF       20%    6V3 X7R 0805 KEM,KKT-00422,SMD  10uF       20%   10V  X7R 0805 KEM
ITI-01387,SMDIC TPS61041DBVR   SOT-23_5    TEX,ITI-01503,SMDIC LM2733XMF   SOT-23_5    TEX
WM8-00129,SMD 649R      1%   0.1W 0603 100ppm MUL,WYA-00771,SMD 649R      1%   0.1W 0603 100ppm YAG
TSG-00097,SMDfet  VNS1NV04DP-E   SO-8    ST,TD2-00048,SMDfet  ZXMS6005DN8Q   SO-8    DIO
TSG-00097,SMDfet  VNS1NV04DP-E   SO-8    ST,TD2-00048,SMDfet  ZXMS6005DN8Q   SO-8    DIO
INS-00225,IC LM555CN            DIL8  TI,ITI-00040,Ic NE555P timer             TI
INP-00050,SMDic 74LVC2G04GW SOT-363            NEX,ITI-01506,SMDic SN74LVC2G04DCKR SOT-363  TI
INP-00050,SMDic 74LVC2G04GW SOT-363            NEX,ITI-01506,SMDic SN74LVC2G04DCKR SOT-363  TI
DD2-00083,SMDDIO DMP3099L-13 SOT-23            DIO,DD2-00101,SMDDIO DMP3098LQ  SOT-23         DIO
DD2-00083,SMDDIO DMP3099L-13 SOT-23            DIO,DD2-00101,SMDDIO DMP3098LQ  SOT-23         DIO
TOZ-00084,SMDFET FDN5630 SOT-23_3           ONS,TD2-00049,SMDFET DMN6075S    SOT-23           ONS
TOZ-00084,SMDFET FDN5630 SOT-23_3           ONS,TD2-00049,SMDFET DMN6075S    SOT-23           ONS
KMU-00454,SMD  10uF       10%   25V  X7R 1206 MUR,KMU-00201,SMD  10uF       10%   25V  X7R 1206 MUR
KPA-00214,SMDelco 100uF 20%  50V      CaseG    PAN,KNC-00025,#SMDelco 100uF 20%  50V      CaseG   NIP
XA32-00018,SMDosc 48.000MHz  25ppm ASEMPC  ABR,XWO-00006,SMDosc 48.000MHz  50ppm   WUR
ITI-01496,SMDic DAC7563SDSCR       WSON-10  TI,ITI-01507,SMDIC DAC8162TDSCR  WSON-6           ITI
ITI-01496,SMDic DAC7563SDSCR       WSON-10  TI,ITI-01508,SMDIC DAC8163TDSCR  WSON-6           ITI
ITI-01507,SMDIC DAC8162TDSCR  WSON-6           ITI,ITI-01508,SMDIC DAC8163TDSCR  WSON-6           ITI
WBO-00345,#SMDnetw. 1K 1206 CAY17-102JALF,WYA-00531,SMDarray 8*1K 5% 0.063W  1206 YAG
WBO-00346,#SMDnetw.10K 1206 CAY17-103JALF,WP7-00054,SMDarray 8*10K 5% 0.063W RNA310 1206 YAG
ISG-00786,SMDIC LDK320AM33R   SOT-23_5      STM,IEY-00032,SMDIC  SPX3819M5-L-3-3/TR SOT-23_5  MAXL
IFD-00140,SMDIC NC7NZ34K8X  US-8  FAI,INP-00070,"SMDIC 74LVC3G34DC,125  VSSOP-8  NEX"
IOZ-00088,SMDic M74VHC1GT50DFT1G SC-70-5  ON,IOZ-00248,SMDic NLVVHC1GT50DFT1G  SC-70-5  ON
IWO-00001,SMDic 171020601             PFM-7    WUR,IWO-00005,SMDC/DC 171032401 TO-263_7        WUR
KKT-00158,SMD   4u7F      10%   50V  X5R 1206 KEM,KS21-00063,SMD   4u7F      10%   50V  X5R 1206 SAM
DSG-00066,SMDdio SM6T6V8A             SMB      SGS,DLF-00014,SMDDIODE P6SMB6.8A    SMB   LIT
DSG-00066,SMDdio SM6T6V8A             SMB      SGS,DLF-00014,SMDDIODE P6SMB6.8A    SMB   LIT
KVH-00308,#Elco     4u7F  63V 20%       R=2mm  VIS,KWO-00026,Elco     4u7F  63V 20%       R=2mm  WUR
KVH-00178,#Elco   22uF 100V R=1e     VIS,KRU-00070,Elco   22uF 63V R=2mm     RUB
KVH-00308,#Elco     4u7F  63V 20%       R=2mm  VIS,KWO-00026,Elco     4u7F  63V 20%       R=2mm  WUR
INS-00215,SMDic LM317S               TO-263    TI,IOZ-00028,SMDic LM317D2TG             D2PAK    ONS
ITI-01299,SMDIC LM293ADGKR MSOP-8              TEX,IOZ-00249,SMDIC LM293DMR2G MSOP-8             ONS
IMH-00316,SMDic Bluetoothmod RN4020-V/RMBEC133 MIC,IMH-00263,SMDic Bluetooth module RN4020-V/RM MIC
IMH-00316,SMDic Bluetoothmod RN4020-V/RMBEC133 MIC,IMH-00280,SMDic Bluetooth module RN4020-V/RM123
KVH-00487,#ELCO  100uF  20%  63V  R=5mm  VIS,KWO-00027,ELCO  100uF  20%  63V  R=5mm  WUR
KVH-00328,#Elco    100uF 20%  25V R=1e         VIS,KPA-00238,Elco    100uF 20%  25V R=1e          PAN
KPH-00208,#Elco    100uF 20%  63V R=2e         VIS,KWO-00027,ELCO  100uF  20%  63V  R=5mm  WUR
KTV-00145,#SMD 220nF       20%  630V  X7R 1812 TDK,KAX-00834,SMD 220nF       10%  630V  X7R 1812 AVX
WDL-00047,PTF56    50R0 0.1%  15ppm            VIS,WVH-01093,PTF56    50R0 0.1%  10ppm            VIS
XJU-00080,#SMDxtal osc 12MHz  3.3V  JAU,XIQ-00044,SMDxtal osc 12MHz  3.3V -40/+85   IQD
XJU-00080,#SMDxtal osc 12MHz  3.3V  JAU,XIQ-00045,SMDxtal osc 12MHz  3.3V  0/+70   IQD
IN4-00189,SMDic  74HCT1G04GW  SOT-353  NEX,ITI-01513,SMDic SN74AHCT1G04DCKR   SOT-353      TI
KJZ-00034,#SMD   1p8F   ±0.1pF  100V  C0G 0603 JOH,KVH-00199,SMD   1p8F   ±0.1pF  100V  C0G 0603 VIS
KJZ-00034,#SMD   1p8F   ±0.1pF  100V  C0G 0603 JOH,KMU-00430,SMD   1p8F   ±0.1pF  100V  C0G 0603 MUR
KJZ-00034,#SMD   1p8F   ±0.1pF  100V  C0G 0603 JOH,KAX-00835,SMD   1p8F   ±0.1pF  100V  C0G 0603 AVX
IMH-00358,SMDic MCP2561FDT-E/SN  SO-8     MIC,IN4-00097,SMDic PCA82C251T/YM   SO-8 NXP
OFD-00027,SMDopto HMHA2801R2 SO-4 FAI,OOZ-00003,SMDopto HMHA2801AR2 SO-4             ONS
RAP-00039,"#RELAY 12V PCJ-112D3MH,301  TE",RPA-00023,RELAY 12V ALDP112    PAN
XC9-00032,SMDxtal  18.432MHz  HC49/4H  A146L   IQD,XIQ-00046,SMDxtal  18.432MHz  HC49/4H     IQD
KK5-00004,SMDTAN 4u7F 20% 10V SMD 0603        AVX,KVH-00516,SMDTan 4u7F 20% 10V SMD 0603       VIS
WK2-00032,SMD  31K2     1% 0.063W 0402  50ppm KOA,WK2-00036,SMD  31K2     1% 0.063W 0402  25ppm KOA
DIV-00010,#SMDdio BAS21 SOT-23 INF,DVH-00256,SMDDIO BAS21-E3    SOT-23    VIS
DOZ-00025,SMDdio MBRS1100T3G          SMB      ONS,DTW-00029,SMDdio SK110B         SMB            TAI
IPH-00392,SMDic 74HC4538PW   TSSOP16 NEX,IOZ-00251,SMDic MC74HC4538ADTR2G TSSOP16 ONS
LKI-00100,SMDled Red/Green KA-2735SRSGC      KIN,LKI-00163,SMDled Red/Green AA2735SRSGS      KIN
KPA-00189,SMDelco  22uF 20%  50V      CaseE    PAN,KNG-00069,SMDelco  22uF 20%  50V      CaseE    NIC
OFD-00008,SMDopto HMHA281 SO-4 FAI,OOZ-00003,SMDopto HMHA2801AR2 SO-4             ONS
OFD-00008,SMDopto HMHA281 SO-4 FAI,OFD-00027,SMDopto HMHA2801R2 SO-4 FAI
KYA-00083,SMD 100nF       10%   50V  X7R 0603 YAG,KYA-00004,SMD 100nF       10%   50V  X7R 0603 YAG
KYA-00083,SMD 100nF       10%   50V  X7R 0603 YAG,KYA-00004,SMD 100nF       10%   50V  X7R 0603 YAG
WVH-00752,#SMD  10M      1% 0.125W 0603  50ppm VIS,WVH-01355,SMD  10M      1%   0.1W 0603  50ppm VIS
SE23-00003,Switch DSG2-01E            ELE,SC33-00004,Switch 206-211S             CTS
KTV-00094,SMD  10uF       10%   10V  X7R 1206 TDK,KKT-00130,SMD  10uF       10%   10V  X7R 1206 KEM
KTV-00094,SMD  10uF       10%   10V  X7R 1206 TDK,KKT-00130,SMD  10uF       10%   10V  X7R 1206 KEM
WVH-00747,SMD  52K3     1% 0.125W 0603  50ppm VIS,WAP-00129,SMD  52K3     1%   0.1W 0603  50ppm TE
WVH-00751,SMD  40R2   0.1%  0.25W 1206  15ppm VIS,WAP-00130,SMD  40R2   0.1%  0.25W 1206  15ppm TE
SE23-00004,SWITCH DSG4-01ET                     ELE,SC33-00005,Switch 206-311S             CTS
IAD-00484,SMDic  AD7124-4BBCPZ LFCSP-32   AD (BHT),IAD-00537,SMDic  AD7124-4BCPZ LFCSP-32   AD
FKT-00004,#SMDfer bead Z0603C601GPWZT 0603     KEM,FT11-00039,SMD Ferrite bead 0603 TAI
INS-00386,SMDic LMC6482IMM  VSSOP-8           NAT,ITI-01518,SMDIC OPAMP GP 2 CIRCUIT 8VSSOP TI
KAX-00320,SMD  47pF        5% 2000V  C0G 1206 AVX,KYA-00122,SMD  47pF        5% 2000V  C0G 1206 YAG
DMT-00026,SMDdio MBR0540T1G SOD-123 ONS,DC5-00006,SMDDIO  CDBW0540-G     SOD-123  COM
WVH-00887,SMD 187K      1% 0.063W 0402 100ppm VIS,WYA-00792,SMD 187K      1% 0.063W 0402 100ppm YAG
PZZ-03760,PCB BRONKHORST PROFIBUS INTERF 1.11.329F,PZZ-03596,PCB BRONKHORST PROFIBUS INTERF 1.11.329F
CWA-00028,CONN BLOCK 2P  STR FEM WAG,CWA-00026,CONN BLOCK 1P  STR FEM WAG
WYA-00733,SMD  24R      1% 0.063W 0402  50ppm YAG,WAP-00120,SMD  24R    0.1% 0.063W 0402  25ppm TE
WPA-00283,SMD  30K    0.1% 0.063W 0402  25ppm PAN,WVH-00952,SMD  30K    0.1%   0.1W 0402  25ppm VIS
KMU-00182,#SMD  10uF       10%   50V  X5R 1206 MUR,KSM-00016,SMD  10uF       10%   50V  X5R 1206 SAM
CR2-00008,SMDconn   R114424030       RAD,CR2-00012,SMDconn   R114424100       RAD
UZZ-01399,PSU 15VDC/15W 2302-4100-0500_R3,UZZ-01667,FSP 12V/12W FSP012-DHEY3  9NA0124401
KKT-00090,SMD 100uF       20%    6V3 X5R 1210 KEM,KS21-00019,SMD 100uF       20%   10V  X5R 1210 SAM
KKT-00090,SMD 100uF       20%    6V3 X5R 1210 KEM,KS21-00019,SMD 100uF       20%   10V  X5R 1210 SAM
KKT-00090,SMD 100uF       20%    6V3 X5R 1210 KEM,KS21-00019,SMD 100uF       20%   10V  X5R 1210 SAM
KKT-00090,SMD 100uF       20%    6V3 X5R 1210 KEM,KS21-00019,SMD 100uF       20%   10V  X5R 1210 SAM
KKT-00090,SMD 100uF       20%    6V3 X5R 1210 KEM,KS21-00019,SMD 100uF       20%   10V  X5R 1210 SAM
KKT-00090,SMD 100uF       20%    6V3 X5R 1210 KEM,KS21-00019,SMD 100uF       20%   10V  X5R 1210 SAM
KKT-00090,SMD 100uF       20%    6V3 X5R 1210 KEM,KS21-00019,SMD 100uF       20%   10V  X5R 1210 SAM
KKT-00090,SMD 100uF       20%    6V3 X5R 1210 KEM,KS21-00019,SMD 100uF       20%   10V  X5R 1210 SAM
KKT-00090,SMD 100uF       20%    6V3 X5R 1210 KEM,KS21-00019,SMD 100uF       20%   10V  X5R 1210 SAM
KVH-00452,#SMD ELCO 220uF 20% 35V 1010 VIS (SPARK),KVH-00322,SMDelco 220uF 20% 35V 1010  VIS
XTX-00023,X-tal  19.6608MHz HC49S 32pF  TXC,XIQ-00037,X-TAL 19MHZ 30PF LFXTAL003304 IQD
CC10-00018,CONN 5Px2 AWL10/11.2G CON (SPARK),CPY-00002,Pinheader 72P 2r mle str   PRO
CMI-00004,#Solder eye C-29 MIC (SPARK),CZZ-00244,CONN TEST POINT 151-201-RC KBI
KKT-00090,SMD 100uF       20%    6V3 X5R 1210 KEM,KS21-00019,SMD 100uF       20%   10V  X5R 1210 SAM
KTV-00058,SMD 680pF        5%   50V  C0G 0402 TDK,KWN-00004,SMD 680pF        5%   50V  C0G 0402 WAL
KTV-00036,SMD  10uF       10%   10V  X5R 0603 TDK,KYA-00084,SMD  10uF       10%   10V  X5R 0603 YAG
TOZ-00073,#IGBT  NGTB20N120IHWG TO-247  ONS,TOZ-00061,#IGBT  NGTB20N120IHSWG TO-247  ONS
KMU-00314,SMD 100nF       10%   50V  X7R 0402 MUR,KTV-00083,SMD 100nF       10%   50V  X7R 0402 TDK
AR5-00018,SMDBATT. Holder CR2032 SMTU2032-LF REN,AR5-00005,SMDbatt.holder SMTU2032-LF.TR        REN
KMU-00103,SMD 470nF       10%   25V  X7R 0603 MUR,KYA-00046,SMD 470nF       10%   25V  X7R 0603 YAG
KMU-00128,#SMD   1uF       10%   25V  X5R 0603 MUR,KS21-00038,SMD   1uF       10%   25V  X5R 0603 SAM
CWO-00094,SMDHEADER 2x4p fem  WUR,CWO-00025,SMDheader  8p 2r fem str  R=1e       WUR
VSI-00147,#SMD PTC B59601A0075B062    0603     EPC,VMU-00026,SMD PTC PRF18BF471RB5RB    0603     MUR
KVH-00408,SMD  68pF        5%  100V  C0G 0603 VIS,KAX-00493,SMD  68pF        5%  100V  C0G 0603 AVX
KVH-00408,SMD  68pF        5%  100V  C0G 0603 VIS,KAX-00493,SMD  68pF        5%  100V  C0G 0603 AVX
KVH-00408,SMD  68pF        5%  100V  C0G 0603 VIS,KAX-00493,SMD  68pF        5%  100V  C0G 0603 AVX
KMU-00348,SMD 100nF       10%   50V  X5R 0402 MUR,KTV-00083,SMD 100nF       10%   50V  X7R 0402 TDK
WP7-00156,SMDarray 8*1K5  5%   8*0602   YAG (MOBA),WPA-00238,SMDArray 8*1K5 5% 0.063W 1506 200PPM PAN
FLS-00007,SMDIND MGV1207100M-10                LAI,FBO-00081,SMDIND 10uH SRP1265C-100M  BOU
XEP-00021,#SMDxtal 8MHz  16pF 50ppm MA406 EPS,XQA-00004,SMDxtal 8.0MHz     16pF 30ppm QCP9 QAN
XEP-00023,#SMDxtal 16MHz MA-406 16pF fund EPS,XQA-00005,SMDxtal 16.0MHz    16pF 30ppm QCP9 QAN
XEP-00026,#SMDxtal 4.915200MHz  16pF   MA-406  EPS,XQA-00006,SMDxtal 4.91520MHz 16pF 50ppm QCP9 QAN
KPA-00241,SMDELCO  100uF 50V 20%  CASE_G  PAN,KPA-00264,SMDELCO  100uF 50V 20%  CASE_G  PAN
ID2-00007,#SMDIC  AZ1117EH-3.3TRG1  SOT-223  DIO,IOZ-00152,SMDIC NCP1117ST33T3G  SOT-223  ONS
WPA-00155,#Res      150R  5%  5W    R=AX  MOX  PAN,WAP-00115,Res      150R  5%  5W    R=AX  ROX   TE
LKI-00126,SMDled  RED/GREEN 30mA 1-LED  KIN,LKI-00155,SMDled  RED/GREEN 30mA 1-LED  KIN
ZLF-00180,Fuse      10A   5x20mm Axial Lead    LIT,ZBN-00026,Fuse      10A   5x20mm Axial Lead    EAT
KS21-00004,#SMD   5p6F  ±0.25pF   50V  C0G 0402 SAM,KYA-00111,SMD   5p6F  ±0.25pF   50V  C0G 0402 YAG
KSM-00022,#SMD   4n7F       5%   50V  X7R 0603 SAM,KYA-00010,SMD   4n7F       5%   50V  X7R 0603 YAG
TFD-00018,#SMDtran FDV302P SOT-23 FAI,TFD-00002,SMDtran FDV304P SOT-23 FAI
ITI-01342,#SMD SN74AVC24T245ZRGR  BGA-83  TI,ITI-01360,SMD SN74AVC24T245NMUR  BGA-83  TI
KZZ-00025,ELCO 4U7F 20% 550V ALU CAPXON,KZZ-00026,ELCO 4U7F 20% 550V ALU JIANGHAI
FTV-00068,SMDCOIL 180uH 5% NLV32T-181J-PF TDK,FTV-00117,SMDCOIL 180uH 5% NLV32T-181J-EF TDK
LKI-00054,LED GREEN 5mm L-1503CI/1SGD  KIN,LD6-00023,LED GREEN 5mm 550-5205F   DIA
TFD-00070,#SMDfet FDC365P       SSOT-6  FAI,TOZ-00086,SMDfet FDC658AP       SSOT-6   ONS
ILT-00138,SMDic LTC3406ABES5          SOT23-5  LIN,ILT-00292,SMDic LTC3406ABES5-2#TRMPBF SOT23-5 LIN
FPA-00045,#SMDIND 10UH 20% ELL4GG100M          PAN,FBO-00082,SMDIND 10UH 20% SRP3020TA-100M BOU
KMU-00166,SMD   1uF        5%   25V  X7R 1206 MUR,KAX-00820,SMD   1uF        5%   25V  X7R 1206 AVX
IA34-00005,#SMDIC AT25SF041-SSHD  SO-8 ADE,IDX-00001,SMDIC AT25SF041B-SSHB  SO-8  DIA
TZZ-00052,#Trans  BC557B pnp     TO92     ONS,TM8-00008,Trans  BC557B pnp     TO92       MUL
XK5-00011,#SMDOSC 48MHz 50ppm 15PF KYO,XEC-00011,SMDosc 48MHz 50ppm 15pF     ECS
FCQ-00156,#SMDIND 2NH  5%  0603CT-2N0XJLU     COI,FCQ-00158,SMDIND 2NH  5%  0603CT-2N0XJRU     COI
FT11-00037,#SMDfer bead BK1608HS601-T 0603      TAI,FKT-00003,#SMDfer bead Z0603C601ASMST 0603     KEM
XTX-00062,#SMDXTAL 25MHz 25ppm 20pF TXC,XZZ-00040,SMDXTAL 25MHz 30ppm 20pF  ACT
KPA-00200,SMDelco  47uF 20%  35V      CaseD    PAN,KPA-00265,SMDelco  47uF 20%  35V      CaseD    PAN
WPA-00218,#SMD   0R005   1%     1W 2512 100ppm PAN,WPA-00281,SMD   0R005   1%     3W 2512  75ppm PAN
WAP-00113,SMD   0R056   1% 0.125W 0603 400ppm TE,WRX-00032,SMD   0R056   1%  0.25W 0603 200ppm ROH
WAP-00113,SMD   0R056   1% 0.125W 0603 400ppm TE,WRX-00032,SMD   0R056   1%  0.25W 0603 200ppm ROH
BZZ-01068,Spacer Nylon M5x3   Duratool,BR4-00011,Spacer Nylon M5x3  10SCM005003    Ess
XEC-00007,SMDX-TAL 38.4 MHZ 8PF ECS,XEC-00012,SMDX-TAL 38.4 MHZ 8PF ECS
IPH-01216,SMDic LPC2368FBD100 LQFP-100 NXP,IN4-00237,SMDic LPC2368FBD100 LQFP-100 NXP (SAAB)
IN4-00193,SMDIC LPC4078FBD144  LQFP144  NXP,IN4-00238,SMDIC LPC4078FBD144  LQFP144  NXP (SAAB)
LA29-00059,#SMDLED ASMB-MTB1-0A3A2 RGB PLCC-4  AVA,LA29-00067,SMDLED ASMB-MTB1-0B3A2 RGB PLCC-4  AVA
WVH-00964,SMD 330R      1%   0.1W 0603 100ppm VIS,WYA-00033,SMD 330R      1%   0.1W 0603 100ppm YAG
WVH-00959,SMD 470R      1%   0.1W 0603 100ppm VIS,WPH-00414,SMD 470R      1%   0.1W 0603 100ppm YAG
WAP-00056,RES  1R 5% 10W T0220  1623775-3  TE,WTT-00019,RES 1R 5% 10W 500V 100PPM BPC Radial TTE
NZZ-00063,SMDRES MTL 47k 1% 0603 0.1W,WPH-00355,SMD  47K      1%   0.1W 0603 100ppm YAG
NZZ-00049,SMDRES MTL 5.6k 1% 0603 0.1W,WVH-00922,SMD   5K6     1%   0.1W 0603 100ppm VIS
CHW-00100,SMDCONN  2x3P MLE STR  HAR,CAH-00112,SMDCONN 2x3P MLE STR                 AMP
LA29-00056,#SMDled ASMT-QTB4-0AA02 Tri-c PLCC-4 AVA,LE18-00018,SMDled 67-03/RSGHBHC-B06/1T PLCC-4  EVE
CS23-00266,Pinheader  9P mle str TSW-109-17-F-S SAM,CS23-00318,Pinheader  9P mle str TSW-109-17-G-S SAM
FCQ-00101,#SMD 15NH 2% 0402CS-15NXGLW  COI,FCQ-00160,SMD 15NH 2% 0402CS-15NXGRW  COI
FCQ-00102,#SMD 18NH 2% 0402CS-18NXGLW  COI,FCQ-00161,SMD 18NH 2% 0402CS-18NXGRW  COI
FCQ-00107,#SMDCOIL 8.2nH 5%  0402 COI,FCQ-00162,SMDCOIL 8.2nH 5%  0402 COI
WVH-00432,SMD  12K7     1% 0.125W 0603  50ppm VIS,WZZ-00305,SMD  12K7     1%   0.1W 0603  50ppm MIC
CPT-00064,Conn     5p STL1550/5G-3.5-H-GREEN  PTR,CWO-00143,Conn     5p   691322110005  WUR
IN4-00074,SMDic LPC2378FBD144 LQFP-144 NXP,IN4-00239,SMDic LPC2378FBD144 LQFP-144 NXP (BHT)
IN4-00095,SMDic LPC2136FBD64/01-S LQFP-64 NXP,IN4-00240,SMDic LPC2136FBD64 LQFP-64 NXP  (BHT)
XEP-00071,SMDXTL 48MHz SG-8002CE OE 3V3 100PPM EPS,XIQ-00041,SMDOSC 48MHz  3.3V  50PPM IQD
ILT-00150,@SMDic LTC2631CTS8-LZ12  TSOT23-8  LT,ILT-00290,SMDic LTC2631ITS8-LZ12 TSOT23-8     LIN
ILT-00290,SMDic LTC2631ITS8-LZ12 TSOT23-8     LIN,ILT-00293,SMDic LTC2631HTS8-LZ12  TSOT23-8  LT
ILT-00150,@SMDic LTC2631CTS8-LZ12  TSOT23-8  LT,ILT-00293,SMDic LTC2631HTS8-LZ12  TSOT23-8  LT
CWO-00090,CONN RJ-45  8P HKS  WUR,CWO-00144,CONN RJ-45  8P HKS  WUR
SOM-00026,SMDSWITCH 4P  A6S-4104-PH  OMR,SE25-00005,SMDSWITCH 4P  KAE04LGGR  E-Switch
CPO-00253,#Conn      19P   MSTBA 2.5/19-G-LA   PHO,CPO-00699,Conn      19P   MSTBA 2.5/19-G   PHO
UZZ-01802,Sectra USB Cable 90-1618,UZZ-01925,Sectra USB Cable 90-6266
UZZ-01802,Sectra USB Cable 90-1618,UZZ-01925,Sectra USB Cable 90-6266
WRX-00009,SMDnetw.8*50R 1606 5% 0.063W ROH,WYA-00660,SMDnetw.8*49R9 1606 1% 0.063W YAG
XA32-00011,SMDosc 24.000MHz  50ppm ASEMPC  ABR,XA32-00065,SMDosc 24.000MHz  25ppm ASEMPC  ABR
XA32-00019,SMDosc 12.000MHz  10ppm ASEMB  ABR,XA32-00067,SMDosc 12.000MHz  10ppm ASEMB  ABR
IFU-00010,#SMDic MB90F546GSPFR-GE1  QFP-100   SPA,ICJ-00057,#SMDic CY90F546GSPFR-GE1  QFP-100   CYP
CCU-00004,SMDconn power jack PJ-002BH-SMT-TR   CUI,CZZ-00231,SMDconn power jack ADC-028-2-T/R     ADA
KVH-00031,SMDelco 100uF 20% 50V 1010     VIS,KPA-00264,SMDELCO  100uF 50V 20%  CASE_G  PAN
IN4-00180,SMDic LPC1763FBD100         LQFP-100 NXP,IN4-00244,SMDic LPC1763FBD100 LQFP-100 NXP WideKey
TIR-00063,SMDfet IRLML6402PBF         SOT-23    IR,TD2-00041,SMDMOSfet DMP2123L-7   SOT-23  DIO
KVH-00255,SMD 390pF        5%  500V  C0G 1206 VIS,KWN-00006,SMD 390pF        5%  500V  C0G 1206 WAL
WAP-00041,SMD 130R    0.1%   0.1W 0603  15ppm  TE,WAP-00116,SMD 130R    0.1%  0.15W 0603  10ppm  TE
ICJ-00050,#SMDic  CY7C1051DV33-10ZSXI  TSOP-44 CYP,II6-00025,SMDIC IS61WV51216EDBLL-10TLI TSOP-44 ISS
DMC-00004,#SMDdio SK106-TP        DO214AB    MCC,DMC-00017,SMDdio S10AL-TP        DO214AB    MCC
FTV-00039,#SMDcoil  12uH 10%           1812    TDK,FCQ-00163,SMDcoil  12uH  5%           1812    COI
FKT-00003,#SMDfer bead Z0603C601ASMST 0603     KEM,FKT-00004,#SMDfer bead Z0603C601GPWZT 0603     KEM
DMC-00005,#SMDdio SK34B              DO-214AA MCC,DTW-00026,SMDdio SK34B              DO-214AA  TAI
AR5-00003,Batt 3V   button   CR2032 MFR        REN,APA-00010,Batt 3V   button   CR2032   220mAh  PAN
FMU-00208,#SMDfilter 100pF 25mA 50V    0805    MUR,FAX-00002,SMDfilter 100pF  100V    0805    AVX
WAP-00043,SMD  22K6   0.1%   0.1W 0603  15ppm  TE,WAP-00117,SMD  22K6   0.1%  0.15W 0603  10ppm  TE
KVH-00361,#Elco      1mF 20%  50V      R=3e    VIS,KRU-00068,Elco      1mF 20%  50V      R=3e     RUB
KPA-00039,SMDelco 220uF 20%   50V  Case G  PAN,KNG-00009,SMDelco 220uF 20% 50V 10x10.5
INP-00008,SMDIC  74LVC2G3157DP  TSSOP-10  NEX,ITI-01375,SMDIC  TS5A23157DGS   TSSOP-10   TI
WYA-00658,SMD 100R      1% 0.063W 0402 100ppm YAG,WP7-00019,SMD 100R      1% 0.063W 0402 100ppm YAG
UZZ-01654,#SCANNER NEWLAND NLS-EM-3085-C,UZZ-01930,SCANNER NEWLAND EM3296
XTX-00051,#SMDxtal 3.6864MHz 18pF      HC-49S  TXC,XEC-00013,SMDxtal 3.6864MHz 18pF      HC-49S  ECS
XTX-00066,#SMDXTAL 16 MHZ 18PF 30PPM           TXC,XJU-00092,SMDXTAL 16 MHZ 18PF 30PPM           JAU
XTX-00067,#SMDXTAL 25 MHZ 18PF 30PPM           TXC,XJU-00093,SMDXTAL 25 MHZ 18PF 30PPM           JAU
WVH-00429,SMD  10K      1% 0.125W 0603  50ppm VIS,WYA-00665,SMD  10K    0.5%   0.1W 0603  50ppm VIS
XA32-00062,SMDOSC ASVTX-12-A-19.200MHZ-H10-T ABR,XRT-00002,SMDOSC RTV-2520A333H-S-19.200-TR     RAL
ITI-01100,SMDIC  ISO1176DW   SO-16   TI,INV-00002,SMDic IL3585E              SO-16    NVE
FT11-00044,#SMDInd 15nH  HK100515NJ-T  0402 TAI,FTV-00118,SMDInd 15nH   5%  0402   TDK
SOM-00033,SMDswitch B3SL-1022P         OMR,SOM-00034,SMDswitch B3SL-1025P         OMR
TMT-00010,SMDtran BSS138LT1G SOT-23 ONS,TOZ-00087,SMDtran BVSS138LT1G SOT-23 ONS
